"","date","image","objective","time_pf","num_of_cells","meiotic","stage","cell_diameter_um","spindle_length__asters_um","spindle_length_poles_um","spindle_width_um","spindle_aspect_ratio_asters_um","spindle_aspect_ratio_poles_um","centrosome","metaphase_plate_lengt_h_um","metaphase_plate_width_um","metaphase_plate_aspect_ratio_um","distance_between_chromosomes_um","microscope","fixation","organism","phylum","classification","genome","chromosomes","day","cleavage_type","num_of_cells_CAT","num_of_cells_NUM","classification_CAT","phylum_CAT","organism_CAT","cleavage_type_CAT","fixation_CAT","microscope_CAT","stage_CAT","astere.to.pole_distance_AVG","inner_aster_diameter_AVG","polar_body_diameter_AVG","outer_aster_diameter_AVG"
"1606","2014-06-03 00:00:00","urechis_t20m_40x_51","40x",20,"1",1,"mI",97.6668,34.97571,29.36472,17.83551,1.96101541251133,1.64641885766092,1,18.22359,4.5276,4.025,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.36844,5.22366,52.722285
"1607","2014-06-03 00:00:00","urechis_t20m_40x_55","40x",20,"1",1,"mI",102.11355,35.92974,30.93321,12.43473,2.88946684005202,2.48764629388817,1,12.19218,6.22545,1.95844155844156,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.831825,5.22366,52.3908
"1608","2014-06-03 00:00:00","urechis_t20m_40x_56","40x",20,"1",1,"mI",108.19347,33.35871,28.91196,14.79555,2.25464480874317,1.95409836065574,1,17.59296,5.19057,3.38940809968847,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.22545,5.22366,47.450865
"1609","2014-06-03 00:00:00","urechis_t20m_40x_57","40x",20,"1",1,"mI",107.98326,30.723,26.5188,12.64494,2.42966751918159,2.09718670076726,1,12.25686,6.07992,2.01595744680851,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,3.856545,5.22366,38.12886
"1610","2014-06-03 00:00:00","urechis_t20m_40x_58","40x",20,"1",1,"mI",97.61829,33.64977,27.92559,16.13766,2.08517034068136,1.73046092184369,1,13.38876,5.1744,2.5875,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.1446,5.22366,47.50746
"1611","2014-06-03 00:00:00","urechis_t20m_40x_60","40x",20,"1",1,"mI",98.44296,34.86252,29.68812,13.16238,2.64864864864865,2.25552825552826,1,16.91382,4.22037,4.00766283524904,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.21182,5.22366,54.226095
"1612","2014-06-03 00:00:00","urechis_t20m_40x_61","40x",20,"1",1,"mI",92.0073,35.83272,28.1358,12.2892,2.91578947368421,2.28947368421053,1,15.21597,3.76761,4.03862660944206,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.19057,5.22366,44.82324
"1613","2014-06-03 00:00:00","urechis_t20m_40x_62","40x",20,"1",1,"mI",98.55615,32.51787,28.15197,19.45251,1.67165419783874,1.44721529509559,1,14.98959,4.12335,3.63529411764706,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,10.68837,5.22366,48.130005
"1614","2014-06-03 00:00:00","urechis_t20m_40x_63","40x",20,"1",1,"mI",100.52889,41.45988,35.0889,22.70268,1.82621082621083,1.54558404558405,1,15.53937,4.98036,3.12012987012987,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.77777,5.22366,58.058385
"1615","2014-06-03 00:00:00","urechis_t20m_40x_64","40x",20,"1",1,"mI",93.57579,32.97063,30.73917,20.11548,1.63906752411576,1.52813504823151,1,15.99213,5.20674,3.07142857142857,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.12589,5.22366,53.13462
"1616","2014-06-03 00:00:00","urechis_t20m_40x_65","40x",20,"1",1,"mI",100.93314,30.31875,26.66433,15.47469,1.95924764890282,1.72309299895507,1,15.78192,4.81866,3.2751677852349,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.90205,5.22366,57.48435
"1617","2014-06-03 00:00:00","urechis_t20m_40x_66","40x",20,"1",1,"mI",99.62337,34.37742,29.80131,15.28065,2.24973544973545,1.95026455026455,1,7.79394,4.30122,1.81203007518797,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.09609,5.22366,39.074805
"1618","2014-06-03 00:00:00","urechis_t30m_40x_1","40x",30,"1",1,"mI",96.34086,35.8974,28.60473,16.62276,2.15953307392996,1.72081712062257,1,16.62276,4.46292,3.72463768115942,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,9.65349,5.22366,59.497515
"1619","2014-06-03 00:00:00","urechis_t30m_40x_2","40x",30,"1",1,"mI",101.01399,27.90942,25.01499,13.87386,2.01165501165501,1.8030303030303,1,13.46961,4.86717,2.76744186046512,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.06629,5.22366,41.2335
"1620","2014-06-03 00:00:00","urechis_t30m_40x_3","40x",30,"1",1,"mI",96.6966,30.48045,23.85075,14.61768,2.08517699115044,1.63163716814159,1,11.88495,4.60845,2.57894736842105,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.591815,5.22366,51.638895
"1621","2014-06-03 00:00:00","urechis_t30m_40x_4","40x",30,"1",1,"mI",91.40901,34.52295,27.489,15.6849,2.20103092783505,1.75257731958763,1,12.46707,4.3659,2.85555555555556,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0.61446,7.50288,5.22366,47.3781
"1623","2014-06-03 00:00:00","urechis_t30m_40x_6","40x",30,"1",1,"mI",102.45312,34.94337,30.43194,19.59804,1.78300330033003,1.55280528052805,1,11.18964,6.11226,1.83068783068783,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.254785,5.22366,59.157945
"1624","2014-06-03 00:00:00","urechis_t30m_40x_7","40x",30,"1",1,"mI",106.83519,35.50932,32.14596,14.69853,2.41584158415842,2.18701870187019,1,15.42618,5.85354,2.6353591160221,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.62716,5.22366,44.507925
"1625","2014-06-03 00:00:00","urechis_t30m_40x_8","40x",30,"1",1,"mI",104.58756,33.66594,27.0039,17.28573,1.94761459307764,1.5622076707203,1,11.70708,4.94802,2.36601307189542,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,NA,9.11988,5.22366,59.40858
"1626","2014-06-03 00:00:00","urechis_t30m_40x_9","40x",30,"1",1,"mI",100.65825,31.59618,27.52134,15.31299,2.06335797254488,1.79725448785639,1,11.6424,5.1744,2.25,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,9.94455,5.22366,55.940115
"1627","2014-06-03 00:00:00","urechis_t30m_40x_12","40x",30,"1",1,"mI",93.52728,31.41831,26.08221,20.34186,1.54451510333863,1.28219395866455,1,16.50957,5.1744,3.190625,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.56756,5.22366,55.180125
"1628","2014-06-03 00:00:00","urechis_t30m_40x_13","40x",30,"1",1,"mI",96.95532,35.97825,30.28641,16.8168,2.13942307692308,1.80096153846154,1,15.66873,7.05012,2.22247706422018,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.319465,5.22366,46.84449
"1629","2014-06-03 00:00:00","urechis_t30m_40x_14","40x",30,"1",1,"mI",100.33485,31.88724,27.34347,17.10786,1.86389413988658,1.59829867674858,1,10.86624,5.14206,2.11320754716981,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.61607,5.22366,57.33882
"1630","2014-06-03 00:00:00","urechis_t30m_40x_16","40x",30,"1",1,"mI",86.63886,28.81494,24.255,17.4636,1.65,1.38888888888889,1,15.16746,5.91822,2.56284153005464,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.44929,5.22366,51.51762
"1631","2014-06-03 00:00:00","urechis_t30m_40x_16","40x",30,"1",1,"mI",96.40554,34.07019,28.91196,19.45251,1.75145469659185,1.48628428927681,1,14.94108,5.19057,2.8785046728972,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.413945,5.22366,49.197225
"1632","2014-06-03 00:00:00","urechis_t30m_40x_19","40x",30,"1",1,"mI",94.80471,31.41831,28.41069,11.9658,2.62567567567568,2.37432432432432,1,12.48324,4.6893,2.66206896551724,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,4.851,5.22366,48.825315
"1633","2014-06-03 00:00:00","urechis_t30m_40x_21","40x",30,"1",1,"mI",94.49748,33.21318,29.80131,14.61768,2.27212389380531,2.03871681415929,1,13.9062,NA,NA,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.18202,5.22366,48.81723
"1634","2014-06-03 00:00:00","urechis_t30m_40x_23","40x",30,"1",1,"mI",89.93754,32.90595,29.30004,13.71216,2.3997641509434,2.13679245283019,1,12.79047,5.20674,2.45652173913043,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.702465,5.22366,39.656925
"1635","2014-06-03 00:00:00","urechis_t30m_40x_24","40x",30,"1",1,"mI",91.26348,32.5017,27.42432,12.7743,2.54430379746835,2.14683544303797,1,10.05774,3.34719,3.0048309178744,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.556935,5.22366,45.284085
"1636","2014-06-03 00:00:00","urechis_t30m_40x_25","40x",30,"1",1,"mI",91.97496,31.82256,27.6507,15.15129,2.10032017075774,1.82497331910352,1,10.73688,4.39824,2.44117647058824,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,9.807105,5.22366,47.030445
"1637","2014-06-03 00:00:00","urechis_t30m_40x_26","40x",30,"1",1,"mI",97.3434,32.59872,26.97156,10.86624,3,2.48214285714286,1,15.26448,3.89697,3.91701244813278,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.510965,5.22366,42.729225
"1638","2014-06-03 00:00:00","urechis_t30m_40x_29","40x",30,"1",1,"mI",92.4924,34.61997,28.24899,17.39892,1.98977695167286,1.62360594795539,1,14.11641,5.19057,2.7196261682243,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.25779,5.22366,42.97986
"1640","2014-06-03 00:00:00","urechis_t40m_40x_0","40x",40,"1",1,"mI",116.97378,34.02168,26.13072,11.18964,3.04046242774566,2.33526011560694,1,11.01177,5.06121,2.17571884984026,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,2.61954,7.850535,5.22366,40.02075
"1641","2014-06-03 00:00:00","urechis_t40m_40x_1","40x",40,"1",1,"mI",116.71506,34.81401,26.0337,21.52227,1.6175807663411,1.20961682945154,1,12.04665,4.46292,2.69927536231884,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.97181,5.22366,55.455015
"1642","2014-06-03 00:00:00","urechis_t40m_40x_2","40x",40,"1",1,"mI",113.57808,35.59017,25.56477,13.85769,2.56826137689615,1.84480746791132,1,10.81773,3.15315,3.43076923076923,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,1.317855,6.80757,5.22366,43.925805
"1643","2014-06-03 00:00:00","urechis_t40m_40x_3","40x",40,"1",1,"mI",114.35424,32.58255,24.54606,11.319,2.87857142857143,2.16857142857143,1,11.61006,6.80757,1.70546318289786,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,2.24763,6.67821,5.22366,38.01567
"1644","2014-06-03 00:00:00","urechis_t40m_40x_4","40x",40,"1",1,"mI",114.74232,30.64215,23.88309,17.44743,1.75625579240037,1.36886005560704,1,12.59643,4.0425,3.116,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0.98637,7.48671,5.22366,37.651845
"1645","2014-06-03 00:00:00","urechis_t40m_40x_5","40x",40,"1",1,"mI",112.47852,33.42339,26.48646,18.78954,1.77882960413081,1.40963855421687,1,11.319,4.2042,2.69230769230769,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.54885,5.22366,52.883985
"1646","2014-06-03 00:00:00","urechis_t40m_40x_9","40x",40,"1",1,"mI",112.83426,30.5613,26.0337,12.88749,2.37139272271016,2.02007528230866,1,13.27557,4.62462,2.87062937062937,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.13097,5.22366,55.60863
"1647","2014-06-03 00:00:00","urechis_t40m_40x_10","40x",40,"1",1,"mI",115.89039,34.55529,29.4294,13.63131,2.5349940688019,2.15895610913405,1,12.59643,4.3659,2.88518518518519,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.38969,5.22366,50.264445
"1648","2014-06-03 00:00:00","urechis_t40m_40x_11","40x",40,"1",1,"mI",118.6878,35.75187,26.58348,16.17,2.211,1.644,1,10.54284,4.43058,2.37956204379562,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,1.85955,6.9531,5.22366,46.351305
"1649","2014-06-03 00:00:00","urechis_t40m_40x_12","40x",40,"1",1,"mI",121.74393,35.47698,28.97664,16.21851,2.18743768693918,1.78664007976072,1,13.66365,4.73781,2.8839590443686,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,5.861625,5.22366,50.264445
"1650","2014-06-03 00:00:00","urechis_t40m_40x_13","40x",40,"1",1,"mI",119.69034,34.52295,26.71284,14.0679,2.45402298850575,1.89885057471264,1,11.91729,3.89697,3.05809128630705,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.136515,5.22366,46.69896
"1651","2014-06-03 00:00:00","urechis_t40m_40x_14","40x",40,"1",1,"mI",120.51501,31.83873,28.89579,13.98705,2.27630057803468,2.06589595375723,1,12.32154,3.44421,3.57746478873239,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.37098,5.22366,55.31757
"1652","2014-06-03 00:00:00","urechis_t40m_40x_15","40x",40,"1",1,"mI",115.46997,34.13487,27.68304,12.51558,2.72739018087855,2.21188630490956,1,10.3488,4.01016,2.58064516129032,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.56756,5.22366,52.82739
"1653","2014-06-03 00:00:00","urechis_t40m_40x_19","40x",40,"1",1,"mI",113.27085,32.5017,27.05241,16.23468,2.00199203187251,1.66633466135458,1,10.89858,4.43058,2.45985401459854,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.74543,5.22366,43.52964
"1654","2014-06-03 00:00:00","urechis_t40m_40x_20","40x",40,"1",1,"mI",112.39767,30.77151,21.94269,15.8466,1.94183673469388,1.38469387755102,1,12.27303,4.28505,2.86415094339623,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.40586,5.22366,49.02744
"1655","2014-06-03 00:00:00","urechis_t40m_40x_21","40x",40,"1",1,"mI",113.5134,31.67703,24.96648,12.30537,2.5742444152431,2.02890932982917,1,13.67982,5.28759,2.58715596330275,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.529675,5.22366,52.32612
"1656","2014-06-03 00:00:00","urechis_t40m_40x_22","40x",40,"1",1,"mI",116.48868,33.34254,25.25754,15.1998,2.1936170212766,1.66170212765957,1,10.0254,5.96673,1.68021680216802,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.87479,5.22366,45.08196
"1657","2014-06-03 00:00:00","urechis_t40m_40x_26","40x",40,"1",1,"mI",121.5984,40.24713,29.46174,16.31553,2.46679881070367,1.80574826560951,1,16.02447,6.92076,2.31542056074766,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.30884,5.22366,53.05377
"1658","2014-06-03 00:00:00","urechis_t40m_40x_28","40x",40,"1",1,"mI",116.94144,35.13741,29.36472,17.49594,2.0083179297597,1.67837338262477,1,14.11641,4.64079,3.0418118466899,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.494795,5.22366,61.26813
"1659","2014-06-03 00:00:00","urechis_t40m_40x_29","40x",40,"1",1,"mI",113.98233,35.97825,27.99027,12.7743,2.81645569620253,2.19113924050633,1,10.80156,4.65696,2.31944444444444,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.316925,5.22366,55.406505
"1660","2014-06-03 00:00:00","urechis_t40m_40x_30","40x",40,"1",1,"mI",111.28194,32.72808,27.66687,16.0083,2.04444444444444,1.72828282828283,1,11.319,5.38461,2.1021021021021,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.21436,5.22366,55.325655
"1661","2014-06-03 00:00:00","urechis_t40m_40x_31","40x",40,"1",1,"mI",110.9262,33.42339,23.64054,14.8764,2.24673913043478,1.58913043478261,1,13.67982,5.80503,2.35654596100279,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,2.52252,6.993525,5.22366,48.47766
"1662","2014-06-03 00:00:00","urechis_t40m_40x_32","40x",40,"1",1,"mI",112.59171,37.72461,31.95192,16.80063,2.24542829643888,1.90182868142445,1,11.38368,4.91568,2.31578947368421,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.94201,5.22366,47.628735
"1663","2014-06-03 00:00:00","urechis_t40m_40x_33","40x",40,"1",1,"mI",106.77051,30.02769,21.3444,12.1275,2.476,1.76,1,9.75051,5.04504,1.93269230769231,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,2.546775,6.104175,5.22366,48.33213
"1664","2014-06-03 00:00:00","urechis_t40m_40x_35","40x",40,"1",1,"mI",117.3942,35.68719,27.02007,9.57264,3.72804054054054,2.82263513513513,1,9.92838,4.43058,2.24087591240876,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,1.79487,4.81866,5.22366,52.091655
"1665","2014-06-03 00:00:00","urechis_t40m_40x_37","40x",40,"1",1,"mI",112.93128,30.8847,25.0635,12.54792,2.46134020618557,1.99742268041237,1,11.23815,3.65442,3.07522123893805,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.249705,5.22366,57.20946
"1666","2014-06-03 00:00:00","urechis_t40m_40x_38","40x",40,"1",1,"mI",111.573,32.34,28.08729,16.89765,1.91387559808612,1.6622009569378,1,12.03048,4.25271,2.82889733840304,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,6.945015,5.22366,48.032985
"1667","2014-06-03 00:00:00","urechis_t40m_40x_39","40x",40,"1",1,"mI",111.60534,36.13995,27.08475,15.6849,2.30412371134021,1.72680412371134,1,11.4807,3.79995,3.02127659574468,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,7.802025,5.22366,58.56774
"1668","2014-06-03 00:00:00","urechis_t40m_40x_40","40x",40,"1",1,"mI",115.66401,32.59872,24.72393,12.1275,2.688,2.03866666666667,1,12.15984,4.75398,2.5578231292517,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,2.53869,8.659035,5.22366,46.464495
"1669","2014-06-03 00:00:00","urechis_t40m_40x_41","40x",40,"1",1,"mI",115.21125,32.93829,25.27371,16.04064,2.05342741935484,1.57560483870968,1,12.03048,3.86463,3.11297071129707,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.756055,5.22366,49.358925
"1670","2014-06-03 00:00:00","urechis_t40m_40x_43","40x",40,"1",1,"mI",141.0024,29.39706,24.35202,11.9658,2.45675675675676,2.03513513513513,1,12.41856,4.38207,2.83394833948339,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,8.610525,5.22366,47.272995
"1671","2014-06-03 00:00:00","urechis_t40m_40x_44","40x",40,"1",1,"mI",123.42561,33.55275,27.79623,14.03556,2.39055299539171,1.98041474654378,1,12.75813,3.02379,4.2192513368984,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,9.095625,5.22366,59.820915
"1672","2014-06-03 00:00:00","urechis_t40m_40x_45","40x",40,"1",1,"mI",119.86821,34.19955,25.40307,15.34533,2.22866174920969,1.65542676501581,1,11.30283,6.48417,1.7431421446384,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,1.22892,8.65095,5.22366,43.99857
"1674","2014-06-03 00:00:00","urechis_t50m_40x_3","40x",50,"1",1,"mI",110.79684,31.77405,26.00136,23.2848,1.36458333333333,1.11666666666667,1,14.94108,3.31485,4.50731707317073,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,7,0,18.77337,5.22366,51.558045
"1688","2014-06-03 00:00:00","urechis_t85m_40x_6","40x",85,"1",1,"mII",96.08214,18.70869,16.38021,9.63732,1.94127516778523,1.6996644295302,1,7.58373,2.66805,2.84242424242424,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,5,0,7.979895,7.76153,28.257075
"1689","2014-06-03 00:00:00","urechis_t85m_40x_7","40x",85,"1",1,"mII",83.69592,21.73248,16.3317,8.44074,2.57471264367816,1.93486590038314,1,9.92838,3.79995,2.61276595744681,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,5,0,NA,7.76153,19.48485
"1690","2014-06-03 00:00:00","urechis_t85m_40x_8","40x",85,"1",1,"mII",72.39309,18.48231,15.08661,6.85608,2.69575471698113,2.20047169811321,1,6.43566,2.13444,3.01515151515152,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,5,0,9.02286,7.76153,26.42178
"1691","2014-06-03 00:00:00","urechis_t85m_40x_9","40x",85,"1",1,"mII",102.74418,23.46267,17.60913,6.29013,3.73007712082262,2.79948586118252,1,6.67821,2.44167,2.73509933774834,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,5,0,8.14968,7.76153,23.648625
"1694","2014-06-03 00:00:00","urechis_t85m_40x_14","40x",85,"1",1,"mII",93.47877,24.0933,15.76575,5.95056,4.04891304347826,2.64945652173913,1,6.40332,3.33102,1.92233009708738,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,5,0,8.82882,7.2926,26.76135
"1695","2014-06-03 00:00:00","urechis_t85m_40x_16","40x",85,"1",1,"mII",84.13251,20.60058,14.8764,9.0552,2.275,1.64285714285714,1,6.93693,3.12081,2.22279792746114,0,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,5,0,11.4807,7.2926,25.69413
"1696","2014-06-03 00:00:00","urechis_t90m_40x_3","40x",90,"1",1,"mII",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"mm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-03 00:00:00","s",1,1,3,5,7,5,2,1,5,NA,NA,8.11734,NA
"1703","2014-06-17 00:00:00","urechis_t30min_1","40x",30,"1",1,"mI",91.2,35.3,28.6,18.4,1.91847826086957,1.55434782608696,1,12.9,2,6.45,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,7,0,7.8,8.11734,58.95
"1705","2014-06-17 00:00:00","urechis_t30min_2","40x",30,"1",1,"mI",94.3,33.4,27.9,13.6,2.45588235294118,2.05147058823529,1,13.8,4.6,3,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,7,0,7.1,8.11734,51.75
"1706","2014-06-17 00:00:00","urechis_t40min_2","40x",40,"1",1,"mI",115.8,36.8,27.7,16.6,2.21686746987952,1.66867469879518,1,11.4,3.3,3.45454545454546,0,"zlsm40","df","urechis_caupo","annelida","bpl",NA,18,"2014-06-17 00:00:00","s",1,1,3,5,7,5,2,3,7,0,11.6,8.11734,73.05
